Time,RPM,FuelFlow,Torque,OilTemperature,OilPressure,CHT,FaultID,EGT,Vibration,RunID,Throttle,EngineLoad,Altitude,AmbientTemp
5.8,3091.1304,1.787,7.2411,34.9987,46.6127,22.194,0,475.0066,-0.7537,1,0.7407,0.6323,585.2641,28.2459
5.9,3098.6384,1.8003,7.0929,35.1331,46.6235,22.4636,0,477.8066,0.237,1,0.7407,0.6323,585.2641,28.2459
6,3105.8182,1.8135,7.453,35.7761,46.9862,22.7332,0,481.1644,1.3657,1,0.7407,0.6323,585.2641,28.2459
6.1,3112.7737,1.8035,8.5524,37.1586,47.8648,22.9447,0,485.4138,3.7695,1,0.7407,0.6323,585.2641,28.2459
6.2,3118.5265,1.7935,7.2061,36.0955,47.0073,23.1562,0,486.0577,3.2498,1,0.7407,0.6323,585.2641,28.2459
6.3,3123.5693,1.7718,4.8861,34.0589,45.4554,23.3677,0,485.1852,-1.6617,1,0.7407,0.6323,585.2641,28.2459
6.4,3129.5529,1.7502,6.7326,36.1888,46.8437,23.5792,0,490.0722,-2.5428,1,0.7407,0.6323,585.2641,28.2459
6.5,3135.0325,1.6956,8.1002,37.8398,47.8881,23.7907,0,494.156,1.8372,1,0.7407,0.6323,585.2641,28.2459
6.6,3138.9602,1.641,5.6044,35.6274,46.1956,23.6161,0,492.6564,1.5321,1,0.7407,0.6323,585.2641,28.2459
6.7,3143.676,1.6175,6.5778,36.884,46.9515,23.4416,0,495.9497,-1.0405,1,0.7407,0.6323,585.2641,28.2459
6.8,3147.329,1.5941,5.1045,35.694,45.9729,23.2671,0,495.6755,-2.5556,1,0.7407,0.6323,585.2641,28.2459
6.9,3151.7702,1.6464,6.9791,37.8515,47.3575,23.0926,0,500.0342,-1.1099,1,0.7407,0.6323,585.2641,28.2459
7,3155.0948,1.6987,6.1225,37.2778,46.8069,22.918,0,500.4344,0.9248,1,0.7407,0.6323,585.2641,28.2459
7.1,3158.1139,1.752,5.0484,36.4863,46.0989,23.0544,0,500.4361,-2.1996,1,0.7407,0.6323,585.2641,28.2459
7.2,3161.9209,1.8054,7.1657,38.8859,47.6442,23.1908,0,504.8654,-1.9905,1,0.7407,0.6323,585.2641,28.2459
7.3,3165.3481,1.8107,8.7358,40.7381,48.7995,23.3271,0,508.44,3.123,1,0.7407,0.6323,585.2641,28.2459
7.4,3167.6157,1.816,7.251,39.535,47.7915,23.4635,0,507.6177,3.6182,1,0.7407,0.6323,585.2641,28.2459
7.5,3169.9132,1.9393,6.4322,38.9976,47.2518,23.5999,0,507.6654,-0.2899,1,0.7407,0.6323,585.2641,28.2459
7.6,3173.3338,2.0627,9.6996,42.546,49.5989,23.8139,0,513.424,2.4087,1,0.7407,0.6323,585.2641,28.2459
7.7,3174.3741,1.9646,5.9391,39.066,46.974,24.0278,0,509.1795,3.4247,1,0.7407,0.6323,585.2641,28.2459
7.8,3177.0196,1.8665,7.7214,41.1284,48.2662,24.2418,0,512.7137,0.4189,1,0.7407,0.6323,585.2641,28.2459
7.9,3178.854,1.8494,7.3746,41.0613,48.0508,24.4558,0,513.1801,0.8965,1,0.7407,0.6323,585.2641,28.2459
8,3180.6666,1.8324,7.3665,41.3323,48.073,24.6698,0,514.0722,2.1432,1,0.7407,0.6323,585.2641,28.2459
8.1,3182.1468,1.7274,6.6879,40.9324,47.6191,24.4368,0,513.9659,1.4143,1,0.7407,0.6323,585.2641,28.2459
8.2,3183.2758,1.6223,5.2541,39.7767,46.6296,24.2037,0,512.7445,-2.2839,1,0.7407,0.6323,585.2641,28.2459
8.3,3185.3957,1.7022,7.2861,42.0863,48.0891,23.9707,0,516.3801,-0.5468,1,0.7407,0.6323,585.2641,28.2459
8.4,3186.634,1.782,6.8405,41.9176,47.7951,23.7376,0,516.4701,1.81,1,0.7407,0.6323,585.2641,28.2459
8.5,3187.4041,1.9118,5.204,40.5576,46.6577,23.5046,0,514.837,-1.9934,1,0.7407,0.6323,585.2641,28.2459
8.6,3189.9413,2.0415,9.4261,45.0555,49.6616,23.6837,0,521.4523,1.1479,1,0.7407,0.6323,585.2641,28.2459
8.7,3190.6743,1.904,8.1957,44.1002,48.8087,23.8628,0,520.322,5.4223,1,0.7407,0.6323,585.2641,28.2459
8.8,3191.2389,1.7666,6.6684,42.8475,47.7448,24.0419,0,518.7396,1.0582,1,0.7407,0.6323,585.2641,28.2459
8.9,3191.8428,1.734,5.4858,41.9388,46.9236,24.221,0,517.6144,-1.5937,1,0.7407,0.6323,585.2641,28.2459
9,3192.9214,1.7015,6.0104,42.7366,47.3085,24.4001,0,518.8748,-0.6932,1,0.7407,0.6323,585.2641,28.2459
9.1,3193.8728,1.7324,6.3246,43.3234,47.5438,24.4748,0,519.811,-1.2737,1,0.7407,0.6323,585.2641,28.2459
9.2,3194.7622,1.7633,6.6223,43.893,47.7664,24.5495,0,520.6988,-0.9615,1,0.7407,0.6323,585.2641,28.2459
9.3,3195.2367,1.7196,5.7752,43.3171,47.1788,24.6242,0,519.944,0.1795,1,0.7407,0.6323,585.2641,28.2459
9.4,3195.9199,1.676,5.7445,43.557,47.1677,24.699,0,520.3219,-1.9498,1,0.7407,0.6323,585.2641,28.2459
9.5,3196.6869,1.6758,6.1248,44.207,47.4464,24.7737,0,521.2602,-2.1286,1,0.7407,0.6323,585.2641,28.2459
9.6,3197.1675,1.6756,5.7357,44.087,47.1805,25.2037,0,521.0911,-0.3883,1,0.7407,0.6323,585.2641,28.2459
9.7,3198.3832,1.6752,7.7984,46.4181,48.6477,25.6337,0,524.3713,0.1458,1,0.7407,0.6323,585.2641,28.2459
9.8,3198.2534,1.6749,5.7251,44.6124,47.1896,26.0637,0,521.7851,-0.518,1,0.7407,0.6323,585.2641,28.2459
9.9,3199.2302,1.8284,7.262,46.4162,48.2838,26.4937,0,524.2888,0.7201,1,0.7407,0.6323,585.2641,28.2459
10,3200.1717,1.9818,8.7908,48.2112,49.3718,26.9238,0,526.766,2.6956,1,0.7407,0.6323,585.2641,28.2459
10.1,3199.6182,1.8994,5.6886,45.3744,47.1847,26.4731,0,522.6801,0.4264,1,0.7407,0.6323,585.2641,28.2459
10.2,3200.4757,1.8169,7.1385,47.0889,48.2159,26.0224,0,525.0187,0.5582,1,0.7407,0.6323,585.2641,28.2459
10.3,3200.4942,1.7798,6.0193,46.2337,47.4302,25.5717,0,523.7119,-0.2098,1,0.7407,0.6323,585.2641,28.2459
10.4,3200.9604,1.7427,6.3944,46.8719,47.7007,25.121,0,524.5068,-1.6267,1,0.7407,0.6323,585.2641,28.2459
10.5,3200.9267,1.8428,5.2624,46.0023,46.9051,24.6703,0,523.1596,-0.6005,1,0.7407,0.6323,585.2641,28.2459
10.6,3202.2194,1.9428,8.3928,49.3943,49.1233,24.8877,0,527.8304,0.2435,1,0.7407,0.6323,585.2641,28.2459
10.7,3201.9764,1.8486,6.731,47.9934,47.9524,25.1052,0,525.7147,1.1177,1,0.7407,0.6323,585.2641,28.2459
10.8,3202.1692,1.7544,6.5069,48.0294,47.7979,25.3226,0,525.6233,1.0006,1,0.7407,0.6323,585.2641,28.2459
10.9,3202.4589,1.7535,6.6449,48.4266,47.8992,25.5401,0,526.0357,-0.3305,1,0.7407,0.6323,585.2641,28.2459
11,3202.6384,1.7525,6.4864,48.5268,47.7906,25.7575,0,526.0213,-0.8207,1,0.7407,0.6323,585.2641,28.2459
11.1,3202.5669,1.7542,5.5824,47.8805,47.1545,25.8297,0,524.9452,-0.1468,1,0.7407,0.6323,585.2641,28.2459
11.2,3203.063,1.7559,6.5188,49.0739,47.8196,25.9018,0,526.4653,-1.4719,1,0.7407,0.6323,585.2641,28.2459
11.3,3203.6206,1.8686,7.6919,50.5032,48.6519,25.974,0,528.3136,0.3333,1,0.7407,0.6323,585.2641,28.2459
11.4,3204.136,1.9812,8.7708,51.8376,49.4174,26.0461,0,530.023,4.2641,1,0.7407,0.6323,585.2641,28.2459
11.5,3203.6459,1.7537,6.707,50.0285,47.9605,26.1183,0,527.2824,1.8002,1,0.7407,0.6323,585.2641,28.2459
11.6,3203.0108,1.5261,4.2188,47.7942,46.2032,26.2823,0,523.9365,-2.8567,1,0.7407,0.6323,585.2641,28.2459
11.7,3204.3687,1.6408,8.0653,51.8939,48.9252,26.4464,0,529.5445,0.0919,1,0.7407,0.6323,585.2641,28.2459
11.8,3204.0093,1.7554,6.5111,50.592,47.8281,26.6105,0,527.51,0.787,1,0.7407,0.6323,585.2641,28.2459
11.9,3204.6013,1.8098,7.993,52.3255,48.8778,26.7745,0,529.7652,0.8366,1,0.7407,0.6323,585.2641,28.2459
12,3204.5913,1.8641,7.5975,52.1807,48.5998,26.9386,0,529.3614,3.3884,1,0.7407,0.6323,585.2641,28.2459
12.1,3204.3525,1.7749,6.503,51.3363,47.8274,26.749,0,527.9654,0.1993,1,0.7407,0.6323,585.2641,28.2459
12.2,3204.2344,1.6857,5.8125,50.895,47.3406,26.5594,0,527.1372,-1.2192,1,0.7407,0.6323,585.2641,28.2459
12.3,3205.0261,1.6864,8.0205,53.3515,48.9032,26.3698,0,530.405,1.6006,1,0.7407,0.6323,585.2641,28.2459
12.4,3204.4192,1.687,5.8254,51.4041,47.3523,26.1802,0,527.4429,-0.1636,1,0.7407,0.6323,585.2641,28.2459
12.5,3204.5573,1.7774,6.0044,51.83,47.48,25.9906,0,527.8354,-1.5572,1,0.7407,0.6323,585.2641,28.2459
12.6,3205.1482,1.8678,7.6327,53.7045,48.6324,26.0937,0,530.275,1.3512,1,0.7407,0.6323,585.2641,28.2459
12.7,3205.0265,1.7388,7.0236,53.3408,48.2027,26.1969,0,529.548,0.5514,1,0.7407,0.6323,585.2641,28.2459
12.8,3204.4692,1.6098,5.0522,51.614,46.8096,26.3,0,526.892,-1.1528,1,0.7407,0.6323,585.2641,28.2459
12.9,3204.9745,1.682,6.4548,53.2605,47.8023,26.4031,0,529.0056,-0.857,1,0.7407,0.6323,585.2641,28.2459
13,3205.045,1.7542,6.4955,53.5443,47.8318,26.5062,0,529.1911,-1.2326,1,0.7407,0.6323,585.2641,28.2459
13.1,3205.0997,1.7793,6.4984,53.7894,47.8345,26.3604,0,529.3212,-0.0704,1,0.7407,0.6323,585.2641,28.2459
13.2,3205.3083,1.8045,6.9993,54.5319,48.1894,26.2146,0,530.1539,1.0299,1,0.7407,0.6323,585.2641,28.2459
13.3,3204.7976,1.7649,5.2363,53.0097,46.9433,26.0688,0,527.7833,-2.0032,1,0.7407,0.6323,585.2641,28.2459
13.4,3205.1478,1.7252,6.2054,54.2188,47.6292,25.923,0,529.2751,-1.4579,1,0.7407,0.6323,585.2641,28.2459
13.5,3204.8829,1.7846,5.2388,53.4915,46.9462,25.7773,0,528.0279,-1.1504,1,0.7407,0.6323,585.2641,28.2459
13.6,3205.6023,1.844,7.3935,55.8848,48.4703,26.1021,0,531.1936,-1.636,1,0.7407,0.6323,585.2641,28.2459
13.7,3205.7745,1.796,7.8258,56.5548,48.7764,26.4269,0,531.9222,2.479,1,0.7407,0.6323,585.2641,28.2459
13.8,3205.3675,1.748,6.4338,55.3998,47.7925,26.7518,0,530.0697,1.5179,1,0.7407,0.6323,585.2641,28.2459
13.9,3205.5779,1.7924,7.0015,56.2039,48.1943,27.0766,0,530.9876,-0.8334,1,0.7407,0.6323,585.2641,28.2459
14,3205.7076,1.8367,7.3203,56.7582,48.4201,27.4015,0,531.5525,1.7285,1,0.7407,0.6323,585.2641,28.2459
14.1,3205.6678,1.8314,7.1095,56.7821,48.2712,27.1522,0,531.3673,1.5235,1,0.7407,0.6323,585.2641,28.2459
14.2,3205.7263,1.8261,7.2149,57.1216,48.3461,26.903,0,531.6287,0.086,1,0.7407,0.6323,585.2641,28.2459
14.3,3205.4986,1.8176,6.4207,56.5606,47.7847,26.6538,0,530.6167,1.1741,1,0.7407,0.6323,585.2641,28.2459
14.4,3205.7178,1.8091,7.0448,57.4172,48.2262,26.4046,0,531.61,0.3824,1,0.7407,0.6323,585.2641,28.2459
14.5,3205.2027,1.8129,5.3513,55.9556,47.029,26.1553,0,529.325,-1.7811,1,0.7407,0.6323,585.2641,28.2459
14.6,3205.7814,1.8168,7.1212,57.9565,48.2806,26.6383,0,531.9371,0.1196,1,0.7407,0.6323,585.2641,28.2459
14.7,3206.0296,1.7828,7.8498,58.9155,48.796,27.1212,0,533.0762,1.7046,1,0.7407,0.6323,585.2641,28.2459
14.8,3205.6009,1.7488,6.4417,57.737,47.8005,27.6042,0,531.1929,0.2054,1,0.7407,0.6323,585.2641,28.2459
14.9,3205.6755,1.8551,6.6286,58.1527,47.9327,28.0871,0,531.5645,0.7992,1,0.7407,0.6323,585.2641,28.2459
15,3206.3029,1.9613,8.5671,60.3193,49.3036,28.5701,0,534.413,1.7453,1,0.7407,0.6323,585.2641,28.2459
15.1,3205.6374,1.8729,6.4201,58.3997,47.7855,28.3618,0,531.4831,1.0203,1,0.7407,0.6323,585.2641,28.2459
15.2,3205.7697,1.7845,6.7988,59.0051,48.0533,28.1534,0,532.1248,0.9996,1,0.7407,0.6323,585.2641,28.2459
15.3,3205.9635,1.7319,7.3744,59.8068,48.4604,27.9451,0,533.0445,0.5443,1,0.7407,0.6323,585.2641,28.2459
15.4,3205.4599,1.6794,5.7474,58.405,47.31,27.7368,0,530.8488,-0.7022,1,0.7407,0.6323,585.2641,28.2459
15.5,3205.835,1.7804,6.901,59.7831,48.1258,27.5285,0,532.5852,0.4485,1,0.7407,0.6323,585.2641,28.2459
15.6,3206.1189,1.8815,7.7688,60.8747,48.7394,27.3561,0,533.9169,0.8742,1,0.7407,0.6323,585.2641,28.2459
15.7,3205.8989,1.8344,7.0449,60.3739,48.2276,27.1838,0,532.9975,1.1527,1,0.7407,0.6323,585.2641,28.2459
15.8,3205.8386,1.7874,6.8281,60.3795,48.0743,27.0115,0,532.7948,1.6587,1,0.7407,0.6323,585.2641,28.2459
15.9,3205.2694,1.7207,5.0039,58.7769,46.7844,26.8391,0,530.3186,-2.1121,1,0.7407,0.6323,585.2641,28.2459
16,3205.4319,1.6541,5.4948,59.4888,47.1315,26.6668,0,531.1163,-2.9848,1,0.7407,0.6323,585.2641,28.2459
16.1,3205.1471,1.6604,4.5728,58.7871,46.4795,26.7144,0,529.9156,-2.1949,1,0.7407,0.6323,585.2641,28.2459
16.2,3205.485,1.6667,5.6217,60.0555,47.2211,26.7621,0,531.5019,-3.8773,1,0.7407,0.6323,585.2641,28.2459
16.3,3205.9092,1.7133,6.9446,61.5973,48.1566,26.8097,0,533.4755,-0.731,1,0.7407,0.6323,585.2641,28.2459
16.4,3205.7908,1.7598,6.5528,61.4236,47.8795,26.8574,0,533.024,1.1542,1,0.7407,0.6323,585.2641,28.2459
16.5,3205.51,1.8841,5.6486,60.7369,47.2401,26.905,0,531.8477,-1.9696,1,0.7407,0.6323,585.2641,28.2459
16.6,3206.5865,2.0083,9.0377,64.3428,49.6365,27.0928,0,536.7428,1.5778,1,0.7407,0.6323,585.2641,28.2459
16.7,3205.64,1.8909,6.0307,61.5518,47.5102,27.2805,0,532.5923,2.614,1,0.7407,0.6323,585.2641,28.2459
16.8,3205.8527,1.7736,6.6904,62.4269,47.9766,27.4682,0,533.6272,-1.5184,1,0.7407,0.6323,585.2641,28.2459
16.9,3205.8354,1.7789,6.6233,62.5745,47.9291,27.6559,0,533.634,0.3899,1,0.7407,0.6323,585.2641,28.2459
17,3205.8938,1.7842,6.7968,62.962,48.0517,27.8436,0,533.981,0.8283,1,0.7407,0.6323,585.2641,28.2459
17.1,3206.1171,1.6618,7.4923,63.8708,48.5435,27.8984,0,535.0662,0.0144,1,0.7407,0.6323,585.2641,28.2459
17.2,3205.1263,1.5394,4.349,60.9402,46.3207,27.9531,0,530.7223,-0.908,1,0.7407,0.6323,585.2641,28.2459
17.3,3205.361,1.5684,5.0819,61.8851,46.8389,28.0079,0,531.8602,-3.3197,1,0.7407,0.6323,585.2641,28.2459
17.4,3205.3152,1.5973,4.9287,61.9431,46.7305,28.0626,0,531.7447,-4.2645,1,0.7407,0.6323,585.2641,28.2459
17.5,3205.9752,1.6812,7.0078,64.2328,48.2006,28.1174,0,534.7861,-0.6556,1,0.7407,0.6323,585.2641,28.2459
17.6,3205.8507,1.7651,6.6065,64.0414,47.9167,28.0339,0,534.3196,0.6875,1,0.7407,0.6323,585.2641,28.2459
17.7,3205.8517,1.769,6.6027,64.2468,47.9139,27.9504,0,534.4151,-1.0316,1,0.7407,0.6323,585.2641,28.2459
17.8,3205.8798,1.7729,6.6849,64.5377,47.972,27.867,0,534.6324,0.833,1,0.7407,0.6323,585.2641,28.2459
17.9,3206.2169,1.7509,7.7452,65.8059,48.7216,27.7835,0,536.2326,1.3163,1,0.7407,0.6323,585.2641,28.2459
18,3205.7441,1.7288,6.2444,64.5123,47.6603,27.7,0,534.2109,-0.1831,1,0.7407,0.6323,585.2641,28.2459
18.1,3205.3478,1.6949,4.9857,63.4603,46.7702,27.7882,0,532.5316,-1.1148,1,0.7407,0.6323,585.2641,28.2459
18.2,3205.533,1.661,5.5665,64.247,47.1807,27.8764,0,533.4535,-2.7531,1,0.7407,0.6323,585.2641,28.2459
18.3,3205.5045,1.6465,5.472,64.3577,47.1138,27.9646,0,533.4205,-3.0347,1,0.7407,0.6323,585.2641,28.2459
18.4,3205.4441,1.632,5.2767,64.3671,46.9756,28.0527,0,533.2448,-1.5166,1,0.7407,0.6323,585.2641,28.2459
18.5,3205.8945,1.6209,6.6969,65.9913,47.9798,28.1409,0,535.3538,-1.5212,1,0.7407,0.6323,585.2641,28.2459
18.6,3205.3762,1.6098,5.0542,64.5518,46.8181,28.0997,0,533.1311,-2.1936,1,0.7407,0.6323,585.2641,28.2459
18.7,3205.786,1.7559,6.3468,66.0471,47.732,28.0584,0,535.0595,-0.8179,1,0.7407,0.6323,585.2641,28.2459
18.8,3206.3024,1.902,7.9765,67.8789,48.8843,28.0172,0,537.4647,0.6474,1,0.7407,0.6323,585.2641,28.2459
18.9,3205.4791,1.815,5.37,65.4737,47.0411,27.9759,0,533.8789,-0.4467,1,0.7407,0.6323,585.2641,28.2459
19,3205.754,1.7279,6.2363,66.5408,47.6536,27.9347,0,535.2044,-0.6008,1,0.7407,0.6323,585.2641,28.2459
19.1,3205.5609,1.6898,5.6232,66.1277,47.2199,27.8379,0,534.4375,-1.982,1,0.7407,0.6323,585.2641,28.2459
19.2,3205.5147,1.6518,5.4746,66.1786,47.1148,27.741,0,534.3277,-2.5249,1,0.7407,0.6323,585.2641,28.2459
19.3,3206.3262,1.6755,8.0388,68.9416,48.9278,27.6442,0,538.0542,1.2827,1,0.7407,0.6323,585.2641,28.2459
19.4,3205.6663,1.6993,5.9499,67.0508,47.4506,27.5474,0,535.2002,0.0009,1,0.7407,0.6323,585.2641,28.2459
19.5,3205.4881,1.6745,5.3844,66.6829,47.0506,27.4506,0,534.5007,-2.105,1,0.7407,0.6323,585.2641,28.2459
19.6,3205.5109,1.6497,5.4546,66.9499,47.1002,27.8058,0,534.7001,-1.4499,1,0.7407,0.6323,585.2641,28.2459
19.7,3205.6356,1.7173,5.8474,67.539,47.3778,28.1611,0,535.3557,-2.808,1,0.7407,0.6323,585.2641,28.2459
19.8,3205.9393,1.7848,6.8061,68.6933,48.0556,28.5164,0,536.8116,-0.5959,1,0.7407,0.6323,585.2641,28.2459
19.9,3205.6048,1.8311,5.7471,67.8293,47.3066,28.8716,0,535.4141,0.1736,1,0.7407,0.6323,585.2641,28.2459
20,3206.2325,1.8773,7.7307,70.0073,48.7091,29.2269,0,538.3194,-0.7238,1,0.7407,0.6323,585.2641,28.2459
20.1,3205.7975,1.8363,6.3539,68.8243,47.7355,29.1371,0,536.4724,1.0254,1,0.7407,0.6323,585.2641,28.2459
